id,centre_type,coordinates,country,region,county,postcode
,Drive through centre,SRID=4326;POINT (-2.621147914609455 54.47940347632532),United Kingdom,North West (England),Cumbria,CA10 3SD
,Other,SRID=4326;POINT (-0.3657275101289681 53.25636119114073),United Kingdom,East Midlands (England),Lincolnshire,LN8 5JH
,Home,SRID=4326;POINT (-1.79184150548596 54.02232997010927),United Kingdom,Yorkshire and The Humber,North Yorkshire,HG3 4BA
,GP clinic,SRID=4326;POINT (0.7885240485563756 52.06102068349089),United Kingdom,East of England,Suffolk,CO10 0TN
,GP clinic,SRID=4326;POINT (-1.746520354297987 54.83338829323139),United Kingdom,North East (England),County Durham,DH7 0BF
,Hospital,SRID=4326;POINT (-3.714288368180477 51.5783305609507),United Kingdom,Wales,Neath Port Talbot,SA13 2TB
,Hospital,SRID=4326;POINT (-1.673253509190348 54.25023147897416),United Kingdom,Yorkshire and The Humber,North Yorkshire,HG4 4AB
,Other,SRID=4326;POINT (-0.7549012407149638 53.85534528632537),United Kingdom,Yorkshire and The Humber,East Riding of Yorkshire,YO42 4LE
,GP clinic,SRID=4326;POINT (-4.207174259767886 58.38620670534912),United Kingdom,Scotland,Highland,KW11 6UA
,Other,SRID=4326;POINT (-2.111520835658784 50.78416121514945),United Kingdom,South West (England),Dorset,BH20 7EW
,Home,SRID=4326;POINT (-2.829079427162752 54.63932566331654),United Kingdom,North West (England),Cumbria,CA11 0HN
,Home,SRID=4326;POINT (-6.398241681762374 57.39273471670554),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (-3.052661468623438 51.07251212063278),United Kingdom,South West (England),Somerset,TA6 6PQ
,Hospital,SRID=4326;POINT (-2.504194149697211 54.43546184496589),United Kingdom,North West (England),Cumbria,CA10 3UQ
,GP clinic,SRID=4326;POINT (-3.879441889889427 56.68153648658025),United Kingdom,Scotland,Perth and Kinross,
,GP clinic,SRID=4326;POINT (-1.968721232389842 50.93802203293281),United Kingdom,South West (England),Dorset,BH21 5NL
,Drive through centre,SRID=4326;POINT (-0.7365539182409542 51.55871128500915),United Kingdom,South East (England),Windsor and Maidenhead,SL6 9NT
,GP clinic,SRID=4326;POINT (-4.322491334951454 55.70862460551664),United Kingdom,Scotland,East Renfrewshire,G76 0QQ
,GP clinic,SRID=4326;POINT (-5.426338909249059 56.42219951680259),United Kingdom,Scotland,Argyll and Bute,PA34 4QA
,GP clinic,SRID=4326;POINT (-1.870006845460582 53.70915450934252),United Kingdom,Yorkshire and The Humber,Calderdale,HX3 0EE
,Home,SRID=4326;POINT (-4.13957258736426 55.25009230547431),United Kingdom,Scotland,Dumfries and Galloway,DG7 3UF
,Home,SRID=4326;POINT (-0.09581015921666136 51.75338453017029),United Kingdom,East of England,Hertfordshire,SG13 8PD
,Home,SRID=4326;POINT (-1.151562809271756 54.31976923188198),United Kingdom,Yorkshire and The Humber,North Yorkshire,YO62 5QJ
,Drive through centre,SRID=4326;POINT (-1.480708134664797 54.2038986283851),United Kingdom,Yorkshire and The Humber,North Yorkshire,HG4 5HX
,Hospital,SRID=4326;POINT (-3.454093456391472 54.57558681146926),United Kingdom,North West (England),Cumbria,CA14 4RP
,GP clinic,SRID=4326;POINT (1.367180455819947 52.12990544019727),United Kingdom,East of England,Suffolk,IP13 6ED
,Other,SRID=4326;POINT (-1.669268183914575 54.01171731884203),United Kingdom,Yorkshire and The Humber,North Yorkshire,HG3 2LN
,GP clinic,SRID=4326;POINT (-0.2739215720924291 53.23697433516871),United Kingdom,East Midlands (England),Lincolnshire,LN8 5JP
,Other,SRID=4326;POINT (-5.989800805609761 54.48262593885293),United Kingdom,Northern Ireland,Lisburn and Castlereagh,BT27 5PE
,Hospital,SRID=4326;POINT (-5.418750344753318 55.88137870081236),United Kingdom,Scotland,Argyll and Bute,PA29 6YJ
,Other,SRID=4326;POINT (-6.100719097552508 54.34072263265817),United Kingdom,Northern Ireland,"Armagh City, Banbridge and Craigavon",BT25 2HD
,GP clinic,SRID=4326;POINT (-4.156802963494508 57.97352474187778),United Kingdom,Scotland,Highland,IV28 3XD
,Other,SRID=4326;POINT (-1.733660450075494 52.73235553001357),United Kingdom,West Midlands (England),Staffordshire,DE13 7LR
,Hospital,SRID=4326;POINT (-0.4110105933269006 51.90372097861604),United Kingdom,East of England,Luton,LU2 7ES
,Hospital,SRID=4326;POINT (-2.098878633929407 55.03755220642632),United Kingdom,North East (England),Northumberland,NE46 4HN
,GP clinic,SRID=4326;POINT (-3.287336949487282 52.17581658970991),United Kingdom,Wales,Powys,LD1 5SB
,Hospital,SRID=4326;POINT (-3.399715397793934 54.48408841637976),United Kingdom,North West (England),Cumbria,
,GP clinic,SRID=4326;POINT (-0.4031631624698244 52.31461801866321),United Kingdom,East of England,Cambridgeshire,PE28 0JX
,Other,SRID=4326;POINT (-3.096453123834241 55.70112895684944),United Kingdom,Scotland,Scottish Borders,
,Home,SRID=4326;POINT (-4.225009271256869 57.53070256586848),United Kingdom,Scotland,Highland,IV1 3XG
,Home,SRID=4326;POINT (-2.819088430454942 57.43330699920954),United Kingdom,Scotland,Aberdeenshire,AB54 4QU
,Drive through centre,SRID=4326;POINT (-0.982647867785218 52.71885134910757),United Kingdom,East Midlands (England),Leicestershire,LE7 4XB
,Other,SRID=4326;POINT (-3.948187025075244 57.29260489435077),United Kingdom,Scotland,Highland,
,Other,SRID=4326;POINT (-3.48068739645255 52.36610818400373),United Kingdom,Wales,Powys,LD6 5NA
,GP clinic,SRID=4326;POINT (-4.282523823398883 54.89854285595213),United Kingdom,Scotland,Dumfries and Galloway,DG7 2HG
,Hospital,SRID=4326;POINT (-4.753431533472845 56.44168689174422),United Kingdom,Scotland,Argyll and Bute,
,Hospital,SRID=4326;POINT (-4.877996485891757 58.47239469427679),United Kingdom,Scotland,Highland,IV27 4SL
,Drive through centre,SRID=4326;POINT (-3.945503618414095 53.13310905999182),United Kingdom,Wales,Conwy,LL24 0EU
,Hospital,SRID=4326;POINT (-1.128581310819785 51.03810661612424),United Kingdom,South East (England),Hampshire,SO24 0LF
,Hospital,SRID=4326;POINT (-6.694698390745433 58.16040892784486),United Kingdom,Scotland,Na h-Eileanan Siar,
,Drive through centre,SRID=4326;POINT (-4.883535628420546 56.95401953366647),United Kingdom,Scotland,Highland,PH34 4DW
,Drive through centre,SRID=4326;POINT (-2.424223886552325 51.09002866950478),United Kingdom,South West (England),Somerset,BA9 8HZ
,Home,SRID=4326;POINT (-6.194068115429759 54.93049665073239),United Kingdom,Northern Ireland,Mid and East Antrim,BT43 7HT
,GP clinic,SRID=4326;POINT (-2.094679916958611 57.49611798927831),United Kingdom,Scotland,Aberdeenshire,AB42 5PH
,Home,SRID=4326;POINT (-2.637048759842036 51.27372050069648),United Kingdom,South West (England),Somerset,BA3 4PB
,GP clinic,SRID=4326;POINT (-0.9027887059075628 54.41660979474744),United Kingdom,Yorkshire and The Humber,North Yorkshire,YO21 2AR
,GP clinic,SRID=4326;POINT (-3.777506823078774 55.23905478271554),United Kingdom,Scotland,Dumfries and Galloway,DG3 4AB
,Other,SRID=4326;POINT (-1.912350222992575 54.49511439901497),United Kingdom,North East (England),County Durham,DL12 9SQ
,Home,SRID=4326;POINT (-3.592920302200707 50.96914224088624),United Kingdom,South West (England),Devon,EX16 9EZ
,Drive through centre,SRID=4326;POINT (-1.832471860246279 57.51997509754924),United Kingdom,Scotland,Aberdeenshire,AB42 3DE
,Home,SRID=4326;POINT (-2.817205114613553 50.72471877378605),United Kingdom,South West (England),Dorset,DT6 6JX
,Hospital,SRID=4326;POINT (1.020730025134879 52.78584285452316),United Kingdom,East of England,Norfolk,NR20 5SH
,Drive through centre,SRID=4326;POINT (-0.7980309717960505 53.72008748913375),United Kingdom,Yorkshire and The Humber,East Riding of Yorkshire,DN14 7TR
,Drive through centre,SRID=4326;POINT (-5.377977142045333 55.82128537217807),United Kingdom,Scotland,Argyll and Bute,
,Hospital,SRID=4326;POINT (-2.593217042091955 51.4580422023171),United Kingdom,South West (England),"Bristol, City of",BS1 2AX
,GP clinic,SRID=4326;POINT (-0.2858975840889428 50.92249379994777),United Kingdom,South East (England),West Sussex,BN5 9XA
,Home,SRID=4326;POINT (-2.182486262898714 52.54689902747783),United Kingdom,West Midlands (England),Staffordshire,WV5 9AP
,Home,SRID=4326;POINT (-0.627109220095714 51.00849906004514),United Kingdom,South East (England),West Sussex,GU28 9LS
,Other,SRID=4326;POINT (-3.207337611279585 56.53078876477542),United Kingdom,Scotland,Perth and Kinross,PH13 9JX
,GP clinic,SRID=4326;POINT (-5.881352087819979 56.04801595206397),United Kingdom,Scotland,Argyll and Bute,
,GP clinic,SRID=4326;POINT (-1.558312635853983 54.24992681771149),United Kingdom,Yorkshire and The Humber,North Yorkshire,DL8 2RW
,Drive through centre,SRID=4326;POINT (1.153492639187236 52.70455504930935),United Kingdom,East of England,Norfolk,NR9 5TG
,Hospital,SRID=4326;POINT (0.08368588610368199 50.94677351167996),United Kingdom,South East (England),East Sussex,TN22 5TT
,Drive through centre,SRID=4326;POINT (-3.292354370171476 57.65279908712338),United Kingdom,Scotland,Moray,IV30 6ND
,Drive through centre,SRID=4326;POINT (-7.743617381355122 54.60502190828206),United Kingdom,,,BT93 1FB
,Other,SRID=4326;POINT (-4.827658307580306 58.25770121736954),United Kingdom,Scotland,Highland,
,Hospital,SRID=4326;POINT (-1.358779367366911 51.31701542836834),United Kingdom,South East (England),Hampshire,RG20 9LS
,Hospital,SRID=4326;POINT (-4.740275006342451 56.44737013491057),United Kingdom,Scotland,Argyll and Bute,FK20 8SA
,Hospital,SRID=4326;POINT (-4.314460209818958 55.56125097290892),United Kingdom,Scotland,East Ayrshire,KA5 6JN
,Drive through centre,SRID=4326;POINT (-5.352806577336043 57.09167967275629),United Kingdom,Scotland,Highland,
,Hospital,SRID=4326;POINT (-1.603288500612927 53.89595116845884),United Kingdom,Yorkshire and The Humber,Leeds,LS21 1NS
,Drive through centre,SRID=4326;POINT (0.7970207380803664 51.82222371034042),United Kingdom,East of England,Essex,CO5 9US
,Drive through centre,SRID=4326;POINT (-4.073190507141184 52.11025056931822),United Kingdom,Wales,Ceredigion,SA48 7AF
,GP clinic,SRID=4326;POINT (-5.263833204345865 56.8164886223849),United Kingdom,Scotland,Highland,
,Other,SRID=4326;POINT (-6.582055505738809 54.87368781422487),United Kingdom,Northern Ireland,Mid Ulster,BT44 8LT
,Hospital,SRID=4326;POINT (0.5969239026162469 52.75519458461849),United Kingdom,East of England,Norfolk,PE32 1QF
,Home,SRID=4326;POINT (-0.3877873546171449 51.77816006831035),United Kingdom,East of England,Hertfordshire,AL3 6RP
,GP clinic,SRID=4326;POINT (-0.8486323758412269 52.95841104739223),United Kingdom,East Midlands (England),Nottinghamshire,NG13 9NA
,Home,SRID=4326;POINT (-6.652232236603211 54.30509901655287),United Kingdom,Northern Ireland,"Armagh City, Banbridge and Craigavon",BT60 2AT
,Hospital,SRID=4326;POINT (-2.634761917750071 55.03188988486133),United Kingdom,North West (England),Cumbria,CA8 2ER
,Hospital,SRID=4326;POINT (-5.476467741977658 56.14781900165952),United Kingdom,Scotland,Argyll and Bute,PA31 8RQ
,Drive through centre,SRID=4326;POINT (-1.378954608738168 54.11545298726826),United Kingdom,Yorkshire and The Humber,North Yorkshire,YO51 9DU
,Other,SRID=4326;POINT (-3.414127300490739 52.14106740919239),United Kingdom,Wales,Powys,LD2 3HG
,Other,SRID=4326;POINT (1.193300055687505 52.76604143986336),United Kingdom,East of England,Norfolk,NR10 4HN
,Home,SRID=4326;POINT (-0.5474820814489281 53.64934040974033),United Kingdom,Yorkshire and The Humber,North Lincolnshire,DN15 9QY
,Drive through centre,SRID=4326;POINT (-0.3151096233273849 51.65936781267112),United Kingdom,East of England,Hertfordshire,WD6 3AE
,Home,SRID=4326;POINT (-2.577973049204982 53.33398492570515),United Kingdom,North West (England),Warrington,WA4 4LX
,Drive through centre,SRID=4326;POINT (-4.871354091670089 57.75269000669347),United Kingdom,Scotland,Highland,
,Hospital,SRID=4326;POINT (-2.221187661622455 51.4472181143493),United Kingdom,South West (England),Wiltshire,SN13 0PS
,Hospital,SRID=4326;POINT (-2.481923829057711 54.89904035508311),United Kingdom,North East (England),Northumberland,CA8 7PH
,Other,SRID=4326;POINT (-1.744018382643394 53.89255605749877),United Kingdom,Yorkshire and The Humber,Bradford,LS29 6EU
,Other,SRID=4326;POINT (-3.654453506286618 55.32232677937979),United Kingdom,Scotland,South Lanarkshire,
,Hospital,SRID=4326;POINT (-0.6011358403561049 50.91455009324439),United Kingdom,South East (England),West Sussex,RH20 1PH
,Drive through centre,SRID=4326;POINT (-3.152749293585564 57.4361889798973),United Kingdom,Scotland,Moray,AB55 4BT
,Other,SRID=4326;POINT (-2.61227204957407 57.25973184827291),United Kingdom,Scotland,Aberdeenshire,AB33 8BN
,GP clinic,SRID=4326;POINT (-0.1130615742714536 51.55626615767114),United Kingdom,London,Islington,N7 6DH
,GP clinic,SRID=4326;POINT (-5.278293441606903 57.0488974424028),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (-2.83461846835973 51.16739593880114),United Kingdom,South West (England),Somerset,BA6 9GS
,Other,SRID=4326;POINT (-8.018946188312155 54.511815563643),United Kingdom,Northern Ireland,Fermanagh and Omagh,BT93 2DE
,Home,SRID=4326;POINT (-3.795026637425596 53.22773898999199),United Kingdom,Wales,Conwy,LL28 5RH
,Drive through centre,SRID=4326;POINT (1.326719149405356 52.31202627712774),United Kingdom,East of England,Suffolk,IP21 5NP
,Drive through centre,SRID=4326;POINT (-4.002699330808571 56.91426965147404),United Kingdom,Scotland,Highland,
,Hospital,SRID=4326;POINT (-0.7477412788190465 51.59453045217636),United Kingdom,South East (England),Buckinghamshire,SL7 3RN
,Drive through centre,SRID=4326;POINT (-1.914976221506754 54.88013060270901),United Kingdom,North East (England),Northumberland,DH8 9SL
,GP clinic,SRID=4326;POINT (-0.1406502737758917 50.97413008637449),United Kingdom,South East (England),West Sussex,RH15 8RA
,Other,SRID=4326;POINT (-5.463252403639105 57.84154772824919),United Kingdom,Scotland,Highland,IV22 2NG
,Hospital,SRID=4326;POINT (0.1024647830520138 52.86999321417279),United Kingdom,East Midlands (England),Lincolnshire,PE12 8EQ
,Hospital,SRID=4326;POINT (0.3243861082107973 52.23186054333025),United Kingdom,East of England,Cambridgeshire,CB8 0XA
,Drive through centre,SRID=4326;POINT (-5.812448147459362 56.0362920313525),United Kingdom,Scotland,Argyll and Bute,
,Other,SRID=4326;POINT (-2.283264596800146 51.8811565665144),United Kingdom,South West (England),Gloucestershire,GL2 8LR
,Home,SRID=4326;POINT (-6.337119048929447 54.47796540181964),United Kingdom,Northern Ireland,"Armagh City, Banbridge and Craigavon",BT67 9GZ
,Other,SRID=4326;POINT (-6.602866522222938 54.60367048916319),United Kingdom,Northern Ireland,Mid Ulster,BT71 5NL
,Hospital,SRID=4326;POINT (-1.798418091165975 51.7899555606143),United Kingdom,South West (England),Gloucestershire,GL54 3PU
,Other,SRID=4326;POINT (-2.303348793622688 52.82436057407627),United Kingdom,West Midlands (England),Staffordshire,ST20 0NP
,Hospital,SRID=4326;POINT (-4.681357222007358 56.89583227887164),United Kingdom,Scotland,Highland,PH31 4AR
,Other,SRID=4326;POINT (-2.88141036269928 51.8657475576907),United Kingdom,Wales,Monmouthshire,NP7 8PU
,Drive through centre,SRID=4326;POINT (-3.109427578561978 55.72471836564613),United Kingdom,Scotland,Midlothian,
,Hospital,SRID=4326;POINT (-2.774647131241758 55.5054073237726),United Kingdom,Scotland,Scottish Borders,TD6 9JS
,Drive through centre,SRID=4326;POINT (1.267891416459328 52.86264756650731),United Kingdom,East of England,Norfolk,NR11 7HD
,GP clinic,SRID=4326;POINT (-2.370000673401697 54.3959397878503),United Kingdom,North West (England),Cumbria,CA17 4JX
,GP clinic,SRID=4326;POINT (-4.102019086908142 56.05998899073724),United Kingdom,Scotland,Stirling,
,GP clinic,SRID=4326;POINT (-3.048696881786899 53.03145847396003),United Kingdom,Wales,Wrexham,LL14 4LH
,GP clinic,SRID=4326;POINT (-2.739331302012975 54.72523807152641),United Kingdom,North West (England),Cumbria,CA11 9NE
,GP clinic,SRID=4326;POINT (-1.408292532057159 53.08815271685074),United Kingdom,East Midlands (England),Derbyshire,DE55 7PW
,Hospital,SRID=4326;POINT (-2.406534785299283 51.54964534037426),United Kingdom,South West (England),South Gloucestershire,BS37 7RT
,GP clinic,SRID=4326;POINT (-2.428679147186792 52.74198070520205),United Kingdom,West Midlands (England),Telford and Wrekin,TF10 9HS
,Drive through centre,SRID=4326;POINT (-3.647000402379552 50.37368237521526),United Kingdom,South West (England),Devon,TQ9 7HL
,Drive through centre,SRID=4326;POINT (-3.393117877723733 54.31178141657761),United Kingdom,North West (England),Cumbria,LA19 5XZ
,Hospital,SRID=4326;POINT (-4.425548497633702 58.30396609837492),United Kingdom,Scotland,Highland,
,GP clinic,SRID=4326;POINT (-0.9530559711140016 54.15749477896011),United Kingdom,Yorkshire and The Humber,North Yorkshire,YO62 4AT
,GP clinic,SRID=4326;POINT (-2.27720653933248 51.07173553904107),United Kingdom,South West (England),Dorset,SP8 5QQ
,Drive through centre,SRID=4326;POINT (-6.907197415236347 55.07886326786638),United Kingdom,Northern Ireland,Causeway Coast and Glens,BT49 0QX
,Home,SRID=4326;POINT (-2.497530788598604 52.03861636524788),United Kingdom,West Midlands (England),"Herefordshire, County of",HR8 2QF
,Hospital,SRID=4326;POINT (-3.839660235883532 52.98192097867484),United Kingdom,Wales,Conwy,LL24 0RF
,Drive through centre,SRID=4326;POINT (-2.575970619566352 55.55714476345557),United Kingdom,Scotland,Scottish Borders,TD6 0RH
,Other,SRID=4326;POINT (-3.702568382823965 55.11151476232082),United Kingdom,Scotland,Dumfries and Galloway,DG2 0JF
,GP clinic,SRID=4326;POINT (-2.907782511023813 56.71960923308041),United Kingdom,Scotland,Angus,DD8 3TX
,Hospital,SRID=4326;POINT (-3.62866252063268 50.44880753120658),United Kingdom,South West (England),Devon,TQ9 6NJ
,Drive through centre,SRID=4326;POINT (-6.988147516854243 55.05252617823611),United Kingdom,Northern Ireland,Causeway Coast and Glens,BT49 9DU
,Other,SRID=4326;POINT (-5.223595141607397 57.10687666515473),United Kingdom,Scotland,Highland,
,GP clinic,SRID=4326;POINT (-2.124115473221209 50.84759791528051),United Kingdom,South West (England),Dorset,DT11 9HW
,Home,SRID=4326;POINT (-0.5860899747872175 51.06139996164113),United Kingdom,South East (England),West Sussex,RH14 0QF
